second,controller_type,active_phase,total_queue_cars,avg_wait_time_sec,vehicle_throughput_count,co2_emissions_kg,emergency_preemption_active
438,Static_120s_Fixed,East-West,12,36.69,3,0.0096,0
439,Static_120s_Fixed,East-West,17,46,2,0.0136,0
440,Static_120s_Fixed,East-West,20,55.24,4,0.016,0
441,Static_120s_Fixed,East-West,18,52,1,0.0144,0
442,Static_120s_Fixed,East-West,22,65.5,3,0.0176,0
443,Static_120s_Fixed,East-West,23,66.35,0,0.0184,0
444,Static_120s_Fixed,East-West,12,33.39,3,0.0096,0
445,Static_120s_Fixed,East-West,17,45.91,2,0.0136,0
446,Static_120s_Fixed,East-West,16,46.8,1,0.0128,0
447,Static_120s_Fixed,East-West,17,49.51,1,0.0136,0
448,Static_120s_Fixed,East-West,17,51.17,0,0.0136,0
449,Static_120s_Fixed,East-West,15,43.2,3,0.012,0
450,Static_120s_Fixed,East-West,15,43.77,1,0.012,0
451,Static_120s_Fixed,East-West,23,62.92,3,0.0184,0
452,Static_120s_Fixed,East-West,17,46.03,2,0.0136,0
453,Static_120s_Fixed,East-West,24,65.74,0,0.0192,0
454,Static_120s_Fixed,East-West,17,49.51,2,0.0136,0
455,Static_120s_Fixed,East-West,15,40.1,0,0.012,0
456,Static_120s_Fixed,East-West,13,35.02,2,0.0104,0
457,Static_120s_Fixed,East-West,13,36.7,1,0.0104,0
458,Static_120s_Fixed,East-West,15,44.47,4,0.012,0
459,Static_120s_Fixed,East-West,16,48.34,1,0.0128,0
460,Static_120s_Fixed,East-West,15,40.37,0,0.012,0
461,Static_120s_Fixed,East-West,16,43.05,2,0.0128,0
462,Static_120s_Fixed,East-West,15,42.66,2,0.012,0
463,Static_120s_Fixed,East-West,18,53.1,3,0.0144,0
464,Static_120s_Fixed,East-West,8,25.78,1,0.0064,0
465,Static_120s_Fixed,East-West,18,52.78,1,0.0144,0
466,Static_120s_Fixed,East-West,16,46.04,2,0.0128,0
467,Static_120s_Fixed,East-West,15,41.93,0,0.012,0
468,Static_120s_Fixed,East-West,16,43.4,4,0.0128,0
469,Static_120s_Fixed,East-West,19,55.81,0,0.0152,0
470,Static_120s_Fixed,East-West,17,48.68,2,0.0136,0
471,Static_120s_Fixed,East-West,17,45.91,1,0.0136,0
472,Static_120s_Fixed,East-West,19,53.01,1,0.0152,0
473,Static_120s_Fixed,East-West,16,48.44,3,0.0128,0
474,Static_120s_Fixed,East-West,18,49.55,4,0.0144,0
475,Static_120s_Fixed,East-West,14,39.21,2,0.0112,0
476,Static_120s_Fixed,East-West,16,46.14,0,0.0128,0
477,Static_120s_Fixed,East-West,21,56.89,0,0.0168,0
478,Static_120s_Fixed,East-West,16,43.07,0,0.0128,0
479,Static_120s_Fixed,East-West,14,40.78,3,0.0112,0
480,Static_120s_Fixed,North-South,14,42.25,0,0.0112,0
481,Static_120s_Fixed,North-South,12,32.33,1,0.0096,0
482,Static_120s_Fixed,North-South,14,39.41,4,0.0112,0
483,Static_120s_Fixed,North-South,16,43.31,1,0.0128,0
484,Static_120s_Fixed,North-South,19,56.18,4,0.0152,0
485,Static_120s_Fixed,North-South,13,35.67,3,0.0104,0
486,Static_120s_Fixed,North-South,14,39.03,2,0.0112,0
487,Static_120s_Fixed,North-South,12,34.67,3,0.0096,0
488,Static_120s_Fixed,North-South,15,45.84,3,0.012,0
489,Static_120s_Fixed,North-South,11,31.89,1,0.0088,0
490,Static_120s_Fixed,North-South,9,24.86,3,0.0072,0
491,Static_120s_Fixed,North-South,15,45.86,2,0.012,0
492,Static_120s_Fixed,North-South,11,29.27,0,0.0088,0
493,Static_120s_Fixed,North-South,9,27.44,0,0.0072,0
494,Static_120s_Fixed,North-South,16,44,2,0.0128,0
495,Static_120s_Fixed,North-South,16,47.67,2,0.0128,0
496,Static_120s_Fixed,North-South,16,48.08,3,0.0128,0
497,Static_120s_Fixed,North-South,19,57.13,4,0.0152,0
498,Static_120s_Fixed,North-South,17,49.02,3,0.0136,0
499,Static_120s_Fixed,North-South,19,53.74,3,0.0152,0
500,Static_120s_Fixed,North-South,12,32.74,0,0.0096,0
501,Static_120s_Fixed,North-South,21,59.82,0,0.0168,0
502,Static_120s_Fixed,North-South,15,45.74,4,0.012,0
503,Static_120s_Fixed,North-South,15,45.31,1,0.012,0
504,Static_120s_Fixed,North-South,18,52.94,1,0.0144,0
505,Static_120s_Fixed,North-South,13,36.16,0,0.0104,0
506,Static_120s_Fixed,North-South,19,53.87,4,0.0152,0
507,Static_120s_Fixed,North-South,15,45.87,1,0.012,0
508,Static_120s_Fixed,North-South,12,32.63,2,0.0096,0
509,Static_120s_Fixed,North-South,16,48.79,2,0.0128,0
510,Static_120s_Fixed,North-South,14,39.3,4,0.0112,0
511,Static_120s_Fixed,North-South,14,40.32,4,0.0112,0
512,Static_120s_Fixed,North-South,14,42.04,4,0.0112,0
513,Static_120s_Fixed,North-South,14,37.51,1,0.0112,0
514,Static_120s_Fixed,North-South,16,48.51,0,0.0128,0
515,Static_120s_Fixed,North-South,13,37.62,4,0.0104,0
516,Static_120s_Fixed,North-South,12,32.34,2,0.0096,0
517,Static_120s_Fixed,North-South,13,39.79,3,0.0104,0
518,Static_120s_Fixed,North-South,16,43.86,0,0.0128,0
519,Static_120s_Fixed,North-South,12,36.35,0,0.0096,0
520,Static_120s_Fixed,North-South,14,43.08,3,0.0112,0
521,Static_120s_Fixed,North-South,15,43.15,3,0.012,0
522,Static_120s_Fixed,North-South,12,32.44,4,0.0096,0
523,Static_120s_Fixed,North-South,19,54.37,1,0.0152,0
524,Static_120s_Fixed,North-South,12,36.68,4,0.0096,0
525,Static_120s_Fixed,North-South,18,52.24,3,0.0144,0
526,Static_120s_Fixed,North-South,16,48.55,0,0.0128,0
527,Static_120s_Fixed,North-South,10,26.4,4,0.008,0
528,Static_120s_Fixed,North-South,13,38.99,2,0.0104,0
529,Static_120s_Fixed,North-South,10,31.48,2,0.008,0
530,Static_120s_Fixed,North-South,13,34.5,1,0.0104,0
531,Static_120s_Fixed,North-South,12,37.23,1,0.0096,0
532,Static_120s_Fixed,North-South,14,37.56,0,0.0112,0
533,Static_120s_Fixed,North-South,9,27.98,2,0.0072,0
534,Static_120s_Fixed,North-South,14,42.36,4,0.0112,0
535,Static_120s_Fixed,North-South,7,23.36,3,0.0056,0
536,Static_120s_Fixed,North-South,11,32.75,4,0.0088,0
537,Static_120s_Fixed,North-South,20,57.88,3,0.016,0
538,Static_120s_Fixed,North-South,17,47.88,3,0.0136,0
539,Static_120s_Fixed,North-South,16,47.95,0,0.0128,0
540,Static_120s_Fixed,North-South,13,40.16,2,0.0104,0
541,Static_120s_Fixed,North-South,9,26.81,3,0.0072,0
542,Static_120s_Fixed,North-South,17,48.72,0,0.0136,0
543,Static_120s_Fixed,North-South,9,24.14,3,0.0072,0
544,Static_120s_Fixed,North-South,16,46.95,4,0.0128,0
545,Static_120s_Fixed,North-South,8,21.51,1,0.0064,0
546,Static_120s_Fixed,North-South,11,33.64,1,0.0088,0
547,Static_120s_Fixed,North-South,13,40.29,0,0.0104,0
548,Static_120s_Fixed,North-South,13,39.68,0,0.0104,0
549,Static_120s_Fixed,North-South,16,45.81,1,0.0128,0
550,Static_120s_Fixed,North-South,8,24.19,2,0.0064,0
551,Static_120s_Fixed,North-South,7,19.25,0,0.0056,0
552,Static_120s_Fixed,North-South,17,47.81,2,0.0136,0
553,Static_120s_Fixed,North-South,9,28.31,1,0.0072,0
554,Static_120s_Fixed,North-South,11,28.87,0,0.0088,0
555,Static_120s_Fixed,North-South,14,42.62,1,0.0112,0
556,Static_120s_Fixed,North-South,15,44.53,0,0.012,0
557,Static_120s_Fixed,North-South,13,35.75,0,0.0104,0
558,Static_120s_Fixed,North-South,17,49.05,4,0.0136,0
559,Static_120s_Fixed,North-South,10,26.71,1,0.008,0
560,Static_120s_Fixed,North-South,18,52.4,0,0.0144,0
561,Static_120s_Fixed,North-South,12,32.41,4,0.0096,0
562,Static_120s_Fixed,North-South,7,22.99,1,0.0056,0
563,Static_120s_Fixed,North-South,9,23.87,0,0.0072,0
564,Static_120s_Fixed,North-South,9,25.66,4,0.0072,0
565,Static_120s_Fixed,North-South,9,28.7,3,0.0072,0
566,Static_120s_Fixed,North-South,14,40.88,2,0.0112,0
567,Static_120s_Fixed,North-South,13,37.84,1,0.0104,0
568,Static_120s_Fixed,North-South,9,27.5,3,0.0072,0
569,Static_120s_Fixed,North-South,11,30.79,2,0.0088,0
570,Static_120s_Fixed,North-South,10,31.32,0,0.008,0
571,Static_120s_Fixed,North-South,8,20.61,0,0.0064,0
572,Static_120s_Fixed,North-South,8,23.15,3,0.0064,0
573,Static_120s_Fixed,North-South,9,25.01,0,0.0072,0
574,Static_120s_Fixed,North-South,11,32.72,4,0.0088,0
575,Static_120s_Fixed,North-South,11,29.7,4,0.0088,0
576,Static_120s_Fixed,North-South,16,48.23,3,0.0128,0
577,Static_120s_Fixed,North-South,7,18.71,1,0.0056,0
578,Static_120s_Fixed,North-South,16,43.89,2,0.0128,0
579,Static_120s_Fixed,North-South,10,26.79,0,0.008,0
580,Static_120s_Fixed,North-South,7,21.31,1,0.0056,0
581,Static_120s_Fixed,North-South,16,43.7,4,0.0128,0
582,Static_120s_Fixed,North-South,6,19.74,4,0.0048,0
583,Static_120s_Fixed,North-South,11,33.8,2,0.0088,0
584,Static_120s_Fixed,North-South,10,26.06,2,0.008,0
585,Static_120s_Fixed,North-South,12,31.78,1,0.0096,0
586,Static_120s_Fixed,North-South,9,24.77,2,0.0072,0
587,Static_120s_Fixed,North-South,9,28.13,1,0.0072,0
588,Static_120s_Fixed,North-South,15,43.56,1,0.012,0
589,Static_120s_Fixed,North-South,8,21.07,1,0.0064,0
590,Static_120s_Fixed,North-South,11,32.32,3,0.0088,0
591,Static_120s_Fixed,North-South,5,13.88,4,0.004,0
592,Static_120s_Fixed,North-South,11,31.76,2,0.0088,0
593,Static_120s_Fixed,North-South,16,45.06,4,0.0128,0
594,Static_120s_Fixed,North-South,9,25.33,2,0.0072,0
595,Static_120s_Fixed,North-South,9,26.52,3,0.0072,0
596,Static_120s_Fixed,North-South,13,36.5,3,0.0104,0
597,Static_120s_Fixed,North-South,5,16.52,3,0.004,0
598,Static_120s_Fixed,North-South,12,35.08,2,0.0096,0
599,Static_120s_Fixed,North-South,14,39.25,2,0.0112,0
600,Static_120s_Fixed,East-West,15,43.48,1,0.012,1
601,Static_120s_Fixed,East-West,11,32.79,3,0.0088,1
602,Static_120s_Fixed,East-West,10,29.89,1,0.008,1
603,Static_120s_Fixed,East-West,5,16.52,2,0.004,1
604,Static_120s_Fixed,East-West,8,21.23,1,0.0064,1
605,Static_120s_Fixed,East-West,11,29.16,4,0.0088,1
606,Static_120s_Fixed,East-West,12,34.72,2,0.0096,1
607,Static_120s_Fixed,East-West,6,19.9,0,0.0048,1
608,Static_120s_Fixed,East-West,10,28.17,1,0.008,1
609,Static_120s_Fixed,East-West,8,25.01,4,0.0064,1
610,Static_120s_Fixed,East-West,8,26.34,1,0.0064,1
611,Static_120s_Fixed,East-West,8,25.11,4,0.0064,1
612,Static_120s_Fixed,East-West,13,38,3,0.0104,1
613,Static_120s_Fixed,East-West,7,22.72,4,0.0056,1
614,Static_120s_Fixed,East-West,11,34.16,4,0.0088,1
615,Static_120s_Fixed,East-West,0,5,2,0,1
616,Static_120s_Fixed,East-West,9,24.79,1,0.0072,1
617,Static_120s_Fixed,East-West,11,31.21,2,0.0088,1
618,Static_120s_Fixed,East-West,9,25.72,4,0.0072,1
619,Static_120s_Fixed,East-West,14,41.9,2,0.0112,1
620,Static_120s_Fixed,East-West,13,34.97,4,0.0104,1
621,Static_120s_Fixed,East-West,7,22.26,3,0.0056,1
622,Static_120s_Fixed,East-West,7,20.6,4,0.0056,1
623,Static_120s_Fixed,East-West,12,35.29,4,0.0096,1
624,Static_120s_Fixed,East-West,12,33.65,2,0.0096,1
625,Static_120s_Fixed,East-West,10,30.51,4,0.008,1
626,Static_120s_Fixed,East-West,7,22.37,2,0.0056,1
627,Static_120s_Fixed,East-West,12,35.5,3,0.0096,1
628,Static_120s_Fixed,East-West,9,24.1,3,0.0072,1
629,Static_120s_Fixed,East-West,7,23.27,3,0.0056,1
630,Static_120s_Fixed,East-West,12,35.44,0,0.0096,0
631,Static_120s_Fixed,East-West,16,44.74,1,0.0128,0
632,Static_120s_Fixed,East-West,5,14.87,1,0.004,0
633,Static_120s_Fixed,East-West,12,36.76,0,0.0096,0
634,Static_120s_Fixed,East-West,12,32.82,2,0.0096,0
635,Static_120s_Fixed,East-West,4,14.73,0,0.0032,0
636,Static_120s_Fixed,East-West,0,5,2,0,0
637,Static_120s_Fixed,East-West,5,13.43,1,0.004,0
638,Static_120s_Fixed,East-West,8,25.61,3,0.0064,0
639,Static_120s_Fixed,East-West,9,29.19,1,0.0072,0
640,Static_120s_Fixed,East-West,12,35.26,1,0.0096,0
641,Static_120s_Fixed,East-West,13,39.16,4,0.0104,0
642,Static_120s_Fixed,East-West,6,17.91,3,0.0048,0
643,Static_120s_Fixed,East-West,11,28.94,1,0.0088,0
644,Static_120s_Fixed,East-West,6,17.1,1,0.0048,0
645,Static_120s_Fixed,East-West,6,18.57,1,0.0048,0
646,Static_120s_Fixed,East-West,11,29.24,2,0.0088,0
647,Static_120s_Fixed,East-West,10,28.32,0,0.008,0
648,Static_120s_Fixed,East-West,16,43.77,4,0.0128,0
649,Static_120s_Fixed,East-West,4,15.1,4,0.0032,0
650,Static_120s_Fixed,East-West,8,22.61,2,0.0064,0
651,Static_120s_Fixed,East-West,12,36.26,1,0.0096,0
652,Static_120s_Fixed,East-West,13,34.57,0,0.0104,0
653,Static_120s_Fixed,East-West,6,19.32,2,0.0048,0
654,Static_120s_Fixed,East-West,10,26.01,2,0.008,0
655,Static_120s_Fixed,East-West,11,31.22,0,0.0088,0
656,Static_120s_Fixed,East-West,11,29.82,3,0.0088,0
657,Static_120s_Fixed,East-West,8,21.32,0,0.0064,0
658,Static_120s_Fixed,East-West,6,20.74,3,0.0048,0
659,Static_120s_Fixed,East-West,10,28.07,1,0.008,0
660,Static_120s_Fixed,East-West,9,23.51,4,0.0072,0
661,Static_120s_Fixed,East-West,7,20.86,0,0.0056,0
662,Static_120s_Fixed,East-West,8,22.61,3,0.0064,0
663,Static_120s_Fixed,East-West,5,13.54,0,0.004,0
664,Static_120s_Fixed,East-West,7,17.79,0,0.0056,0
665,Static_120s_Fixed,East-West,8,20.93,0,0.0064,0
666,Static_120s_Fixed,East-West,10,31.23,4,0.008,0
667,Static_120s_Fixed,East-West,5,16.49,1,0.004,0
668,Static_120s_Fixed,East-West,6,16.95,3,0.0048,0
669,Static_120s_Fixed,East-West,4,10.74,2,0.0032,0
670,Static_120s_Fixed,East-West,9,26.51,4,0.0072,0
671,Static_120s_Fixed,East-West,10,28.9,4,0.008,0
672,Static_120s_Fixed,East-West,6,18.09,4,0.0048,0
673,Static_120s_Fixed,East-West,3,9.83,1,0.0024,0
674,Static_120s_Fixed,East-West,5,14.96,3,0.004,0
675,Static_120s_Fixed,East-West,7,20.76,4,0.0056,0
676,Static_120s_Fixed,East-West,5,13.07,0,0.004,0
677,Static_120s_Fixed,East-West,3,11.38,2,0.0024,0
678,Static_120s_Fixed,East-West,3,10.24,0,0.0024,0
679,Static_120s_Fixed,East-West,7,23.34,4,0.0056,0
680,Static_120s_Fixed,East-West,13,39.83,1,0.0104,0
681,Static_120s_Fixed,East-West,7,19.36,1,0.0056,0
682,Static_120s_Fixed,East-West,11,34.21,4,0.0088,0
683,Static_120s_Fixed,East-West,2,5.14,1,0.0016,0
684,Static_120s_Fixed,East-West,11,32.11,1,0.0088,0
685,Static_120s_Fixed,East-West,6,15.85,3,0.0048,0
686,Static_120s_Fixed,East-West,5,13.26,2,0.004,0
687,Static_120s_Fixed,East-West,2,7.79,3,0.0016,0
688,Static_120s_Fixed,East-West,2,8.58,3,0.0016,0
689,Static_120s_Fixed,East-West,7,19.99,3,0.0056,0
690,Static_120s_Fixed,East-West,5,12.26,0,0.004,0
691,Static_120s_Fixed,East-West,4,9.63,0,0.0032,0
692,Static_120s_Fixed,East-West,1,5,3,0.0008,0
693,Static_120s_Fixed,East-West,3,9.67,1,0.0024,0
694,Static_120s_Fixed,East-West,6,16.54,3,0.0048,0
695,Static_120s_Fixed,East-West,8,26.18,2,0.0064,0
696,Static_120s_Fixed,East-West,5,17.22,0,0.004,0
697,Static_120s_Fixed,East-West,7,21.47,1,0.0056,0
698,Static_120s_Fixed,East-West,5,13.5,4,0.004,0
699,Static_120s_Fixed,East-West,3,9.14,2,0.0024,0
700,Static_120s_Fixed,East-West,9,24.86,2,0.0072,0
701,Static_120s_Fixed,East-West,3,10.33,3,0.0024,0
702,Static_120s_Fixed,East-West,3,9.06,1,0.0024,0
703,Static_120s_Fixed,East-West,7,22.87,3,0.0056,0
704,Static_120s_Fixed,East-West,0,5,0,0,0
705,Static_120s_Fixed,East-West,7,21.58,4,0.0056,0
706,Static_120s_Fixed,East-West,7,22.28,3,0.0056,0
707,Static_120s_Fixed,East-West,2,5,3,0.0016,0
708,Static_120s_Fixed,East-West,6,19.33,3,0.0048,0
709,Static_120s_Fixed,East-West,1,5,4,0.0008,0
710,Static_120s_Fixed,East-West,0,5,2,0,0
711,Static_120s_Fixed,East-West,3,12.19,1,0.0024,0
712,Static_120s_Fixed,East-West,8,22.46,3,0.0064,0
713,Static_120s_Fixed,East-West,0,5,2,0,0
714,Static_120s_Fixed,East-West,4,11.27,1,0.0032,0
715,Static_120s_Fixed,East-West,5,17.16,0,0.004,0
716,Static_120s_Fixed,East-West,10,31.46,1,0.008,0
717,Static_120s_Fixed,East-West,9,26.4,1,0.0072,0
718,Static_120s_Fixed,East-West,6,16.67,3,0.0048,0
719,Static_120s_Fixed,East-West,5,16.41,0,0.004,0
720,Static_120s_Fixed,North-South,6,14.82,1,0.0048,0
721,Static_120s_Fixed,North-South,1,5,2,0.0008,0
722,Static_120s_Fixed,North-South,6,15.51,2,0.0048,0
723,Static_120s_Fixed,North-South,4,10.86,3,0.0032,0
724,Static_120s_Fixed,North-South,3,8.24,1,0.0024,0
725,Static_120s_Fixed,North-South,4,9.93,4,0.0032,0
726,Static_120s_Fixed,North-South,8,22.2,4,0.0064,0
727,Static_120s_Fixed,North-South,4,14.1,0,0.0032,0
728,Static_120s_Fixed,North-South,5,16.6,1,0.004,0
729,Static_120s_Fixed,North-South,9,25.72,1,0.0072,0
730,Static_120s_Fixed,North-South,6,16.89,4,0.0048,0
731,Static_120s_Fixed,North-South,4,12.77,2,0.0032,0
732,Static_120s_Fixed,North-South,2,5,0,0.0016,0
733,Static_120s_Fixed,North-South,4,13.96,2,0.0032,0
734,Static_120s_Fixed,North-South,7,22.82,2,0.0056,0
735,Static_120s_Fixed,North-South,5,14.32,1,0.004,0
736,Static_120s_Fixed,North-South,1,6.25,3,0.0008,0
737,Static_120s_Fixed,North-South,0,5,3,0,0
738,Static_120s_Fixed,North-South,0,5,4,0,0
739,Static_120s_Fixed,North-South,8,20.82,3,0.0064,0
740,Static_120s_Fixed,North-South,8,25.72,2,0.0064,0
741,Static_120s_Fixed,North-South,3,7.69,1,0.0024,0
742,Static_120s_Fixed,North-South,6,16.08,4,0.0048,0
743,Static_120s_Fixed,North-South,9,28.49,3,0.0072,0
744,Static_120s_Fixed,North-South,8,21.79,3,0.0064,0
745,Static_120s_Fixed,North-South,3,12.12,4,0.0024,0
746,Static_120s_Fixed,North-South,3,11.7,1,0.0024,0
747,Static_120s_Fixed,North-South,2,5,4,0.0016,0
748,Static_120s_Fixed,North-South,4,14.58,1,0.0032,0
749,Static_120s_Fixed,North-South,4,9.9,4,0.0032,0
750,Static_120s_Fixed,North-South,6,19.77,1,0.0048,0
751,Static_120s_Fixed,North-South,3,8.77,1,0.0024,0
752,Static_120s_Fixed,North-South,4,9.65,2,0.0032,0
753,Static_120s_Fixed,North-South,2,6.36,4,0.0016,0
754,Static_120s_Fixed,North-South,6,16.32,1,0.0048,0
755,Static_120s_Fixed,North-South,11,31.24,4,0.0088,0
756,Static_120s_Fixed,North-South,6,15.9,2,0.0048,0
757,Static_120s_Fixed,North-South,5,13.19,4,0.004,0
758,Static_120s_Fixed,North-South,4,12.65,4,0.0032,0
759,Static_120s_Fixed,North-South,4,10.81,3,0.0032,0
760,Static_120s_Fixed,North-South,3,11.74,1,0.0024,0
761,Static_120s_Fixed,North-South,0,5,1,0,0
762,Static_120s_Fixed,North-South,10,29.42,3,0.008,0
763,Static_120s_Fixed,North-South,4,12.31,3,0.0032,0
764,Static_120s_Fixed,North-South,3,11.48,3,0.0024,0
765,Static_120s_Fixed,North-South,9,25.47,1,0.0072,0
766,Static_120s_Fixed,North-South,4,12.93,0,0.0032,0
767,Static_120s_Fixed,North-South,3,9.8,0,0.0024,0
768,Static_120s_Fixed,North-South,6,14.94,0,0.0048,0
769,Static_120s_Fixed,North-South,5,14.92,2,0.004,0
770,Static_120s_Fixed,North-South,2,5,4,0.0016,0
771,Static_120s_Fixed,North-South,10,28.81,4,0.008,0
772,Static_120s_Fixed,North-South,5,14.82,3,0.004,0
773,Static_120s_Fixed,North-South,0,5,2,0,0
774,Static_120s_Fixed,North-South,6,16.28,1,0.0048,0
775,Static_120s_Fixed,North-South,9,25,2,0.0072,0
776,Static_120s_Fixed,North-South,1,5,3,0.0008,0
777,Static_120s_Fixed,North-South,4,11.41,4,0.0032,0
778,Static_120s_Fixed,North-South,5,12.23,2,0.004,0
779,Static_120s_Fixed,North-South,5,14.74,3,0.004,0
780,Static_120s_Fixed,North-South,6,19.69,0,0.0048,0
781,Static_120s_Fixed,North-South,2,7.52,3,0.0016,0
782,Static_120s_Fixed,North-South,0,5,2,0,0
783,Static_120s_Fixed,North-South,5,15.92,4,0.004,0
784,Static_120s_Fixed,North-South,0,5,2,0,0
785,Static_120s_Fixed,North-South,2,5,4,0.0016,0
786,Static_120s_Fixed,North-South,5,15.64,2,0.004,0
787,Static_120s_Fixed,North-South,5,15.2,2,0.004,0
788,Static_120s_Fixed,North-South,3,11.12,3,0.0024,0
789,Static_120s_Fixed,North-South,4,14.66,2,0.0032,0
790,Static_120s_Fixed,North-South,8,24.92,2,0.0064,0
791,Static_120s_Fixed,North-South,11,30.12,2,0.0088,0
792,Static_120s_Fixed,North-South,3,11.09,3,0.0024,0
793,Static_120s_Fixed,North-South,4,11.52,4,0.0032,0
794,Static_120s_Fixed,North-South,5,12.12,3,0.004,0
795,Static_120s_Fixed,North-South,2,7.74,2,0.0016,0
796,Static_120s_Fixed,North-South,1,5,4,0.0008,0
797,Static_120s_Fixed,North-South,4,10.09,4,0.0032,0
798,Static_120s_Fixed,North-South,3,8.12,3,0.0024,0
799,Static_120s_Fixed,North-South,2,7.52,2,0.0016,0
800,Static_120s_Fixed,North-South,5,15.13,0,0.004,0
801,Static_120s_Fixed,North-South,0,5,4,0,0
802,Static_120s_Fixed,North-South,7,23.28,1,0.0056,0
803,Static_120s_Fixed,North-South,9,25.77,3,0.0072,0
804,Static_120s_Fixed,North-South,3,11.41,2,0.0024,0
805,Static_120s_Fixed,North-South,0,5,3,0,0
806,Static_120s_Fixed,North-South,3,10.88,4,0.0024,0
807,Static_120s_Fixed,North-South,3,10.31,2,0.0024,0
808,Static_120s_Fixed,North-South,2,8.38,3,0.0016,0
809,Static_120s_Fixed,North-South,6,19.24,3,0.0048,0
810,Static_120s_Fixed,North-South,7,20.4,2,0.0056,0
811,Static_120s_Fixed,North-South,4,12.61,2,0.0032,0
812,Static_120s_Fixed,North-South,6,19.79,4,0.0048,0
813,Static_120s_Fixed,North-South,14,42.5,2,0.0112,0
814,Static_120s_Fixed,North-South,4,12.94,0,0.0032,0
815,Static_120s_Fixed,North-South,5,14.67,0,0.004,0
816,Static_120s_Fixed,North-South,3,11.81,3,0.0024,0
817,Static_120s_Fixed,North-South,5,13.7,1,0.004,0
818,Static_120s_Fixed,North-South,2,6.25,2,0.0016,0
819,Static_120s_Fixed,North-South,1,5,0,0.0008,0
820,Static_120s_Fixed,North-South,2,7.03,1,0.0016,0
821,Static_120s_Fixed,North-South,0,5,3,0,0
822,Static_120s_Fixed,North-South,2,8.32,4,0.0016,0
823,Static_120s_Fixed,North-South,3,8.2,4,0.0024,0
824,Static_120s_Fixed,North-South,9,25.86,0,0.0072,0
825,Static_120s_Fixed,North-South,0,5,2,0,0
826,Static_120s_Fixed,North-South,3,6.94,0,0.0024,0
827,Static_120s_Fixed,North-South,4,14.02,3,0.0032,0
828,Static_120s_Fixed,North-South,8,25.44,0,0.0064,0
829,Static_120s_Fixed,North-South,6,19.66,3,0.0048,0
830,Static_120s_Fixed,North-South,3,7.18,2,0.0024,0
831,Static_120s_Fixed,North-South,4,10.53,3,0.0032,0
832,Static_120s_Fixed,North-South,0,5,3,0,0
833,Static_120s_Fixed,North-South,2,7.68,2,0.0016,0
834,Static_120s_Fixed,North-South,4,14.59,0,0.0032,0
835,Static_120s_Fixed,North-South,1,5,0,0.0008,0
836,Static_120s_Fixed,North-South,3,7.04,2,0.0024,0
837,Static_120s_Fixed,North-South,8,22.54,4,0.0064,0
838,Static_120s_Fixed,North-South,4,14.16,2,0.0032,0
839,Static_120s_Fixed,North-South,1,6.28,1,0.0008,0
840,Static_120s_Fixed,East-West,2,9.38,0,0.0016,0
841,Static_120s_Fixed,East-West,4,9.85,3,0.0032,0
842,Static_120s_Fixed,East-West,6,16.32,3,0.0048,0
843,Static_120s_Fixed,East-West,7,22.82,4,0.0056,0
844,Static_120s_Fixed,East-West,6,20.67,3,0.0048,0
845,Static_120s_Fixed,East-West,8,21.3,3,0.0064,0
846,Static_120s_Fixed,East-West,9,25.62,4,0.0072,0
847,Static_120s_Fixed,East-West,5,17.32,3,0.004,0
848,Static_120s_Fixed,East-West,0,5,1,0,0
849,Static_120s_Fixed,East-West,0,5,4,0,0
850,Static_120s_Fixed,East-West,2,7,1,0.0016,0
851,Static_120s_Fixed,East-West,1,5,1,0.0008,0
852,Static_120s_Fixed,East-West,0,5,0,0,0
853,Static_120s_Fixed,East-West,5,15.1,1,0.004,0
854,Static_120s_Fixed,East-West,5,16.74,1,0.004,0
855,Static_120s_Fixed,East-West,4,10.53,3,0.0032,0
856,Static_120s_Fixed,East-West,4,15.2,4,0.0032,0
857,Static_120s_Fixed,East-West,0,5,1,0,0
858,Static_120s_Fixed,East-West,6,19.18,0,0.0048,0
859,Static_120s_Fixed,East-West,1,5,3,0.0008,0
860,Static_120s_Fixed,East-West,4,12,3,0.0032,0
861,Static_120s_Fixed,East-West,2,8.39,0,0.0016,0
862,Static_120s_Fixed,East-West,4,9.86,4,0.0032,0
863,Static_120s_Fixed,East-West,4,14.94,2,0.0032,0
